symbol,score,tags,close
TEMBO.NS,40,"ABSORPTION,PHASE_D",619.7000122070312
TEXINFRA.NS,40,"ABSORPTION,PHASE_D",98.97000122070312
THEMISMED.NS,40,"ABSORPTION,PHASE_D",91.26000213623048
TI.NS,40,"ABSORPTION,PHASE_D",476.5499877929688
ANANDRATHI.NS,40,"ABSORPTION,PHASE_D",3614.0
ANGELONE.NS,40,"ABSORPTION,PHASE_D",328.5899963378906
APARINDS.NS,40,"ABSORPTION,PHASE_D",11789.0
APOLLO.NS,40,"ABSORPTION,PHASE_D",287.25
GENUSPOWER.NS,40,"ABSORPTION,PHASE_D",297.0899963378906
KIRLOSENG.NS,40,"ABSORPTION,PHASE_D",1640.0999755859375
GESHIP.NS,40,"ABSORPTION,PHASE_D",1449.0999755859375
GFLLIMITED.NS,40,"ABSORPTION,PHASE_D",48.040000915527344
GHCL.NS,40,"ABSORPTION,PHASE_D",506.8999938964844
GICRE.NS,40,"ABSORPTION,PHASE_D",399.2999877929688
GIPCL.NS,40,"ABSORPTION,PHASE_D",158.0500030517578
GLENMARK.NS,40,"ABSORPTION,PHASE_D",2240.0
GLOBUSSPR.NS,40,"ABSORPTION,PHASE_D",1020.3499755859376
JKCEMENT.NS,40,"ABSORPTION,PHASE_D",5977.0
JNKINDIA.NS,40,"ABSORPTION,PHASE_D",343.1000061035156
JSL.NS,40,"ABSORPTION,PHASE_D",784.5
